Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Tissue Expression	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BAX_HUMAN	Apoptosis regulator BAX	4bd6A	chain A	4bd6AC	BAX_HUMAN - BAX_HUMAN	-6.194	-17.529	20	20	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.983176908	0.5	0.491588454	-3.044898883																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	XIAP_HUMAN	E3 ubiquitin-protein ligase XIAP	6ey2A	chain A	6ey2AG	XIAP_HUMAN - XIAP_HUMAN	-12.473	-8.299	20	20	100.00%	adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.0	0.5	0	0																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	XIAP_HUMAN	E3 ubiquitin-protein ligase XIAP	6ey2G	chain G	6ey2AG	XIAP_HUMAN - XIAP_HUMAN	-12.709	-8.299	19	19	100.00%	adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.0	0.5	0	0																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	3lblE	chain E	3lblAE	MDM2_HUMAN - MDM2_HUMAN	-5.591	-10.121	28	32	87.50%	No expression data available	1.0	0.004693574	0.875	0.004106878	-0.022961552																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	DAXX_HUMAN	Death domain-associated protein 6	5grqA	chain A	5grqAC	DAXX_HUMAN - ATRX_HUMAN	-6.889	-7.518	20	22	90.91%	No expression data available	0.5	0.637618658	0.454545455	0.289826663	-1.99661588																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	LTOR5_HUMAN	Ragulator complex protein LAMTOR5	5y39E	chain E	5y39AE	LTOR5_HUMAN - LTOR1_HUMAN	-7.861	-12.208	23	23	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.723505133	0.5	0.361752566	-2.843736924																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66C	chain C	2v66BC	NDEL1_HUMAN - NDEL1_HUMAN	-10.972	-22.967	51	79	64.56%	appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder	1.5	0.134940923	0.96835443	0.130670641	-1.433718268																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	NDUB4_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	5xtco	chain o	5xtclo	NDUB4_HUMAN - NU5M_HUMAN	-8.348	-6.457	33	52	63.46%	No expression data available	1.5	0.162465063	0.951923077	0.154654242	-1.291053614																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pB	chain B	6f6pAB	RAB3I_HUMAN - RAB3I_HUMAN	-10.893	-30.579	53	58	91.38%	No expression data available	1.5	0.299164055	1.370689655	0.410061075	-4.466795294																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pC	chain C	6f6pAC	RAB3I_HUMAN - RAB3I_HUMAN	-18.084	-26.177	48	52	92.31%	No expression data available	1.5	0.052054695	1.384615385	0.072075731	-1.303417519																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	RABE1_HUMAN	Rab GTPase-binding effector protein 1	1x79B	chain B	1x79BC	RABE1_HUMAN - RABE1_HUMAN	-13.845	-19.618	37	44	84.09%	No expression data available	1.0	0.293413078	0.840909091	0.246733724	-3.416028414																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SYCP1_HUMAN	Synaptonemal complex protein 1	6f63D	chain D	6f63AD	SYCP1_HUMAN - SYCP1_HUMAN	-9.146	-29.329	65	92	70.65%	No expression data available	2.0	0.083875233	1.413043478	0.118519352	-1.08397799																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7I	chain I	3mq7IJ	BST2_HUMAN - BST2_HUMAN	-12.753	-31.598	53	81	65.43%	adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	2.0	0.284982846	1.308641975	0.372940515	-4.756110382																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	TNIP2_HUMAN	TNFAIP3-interacting protein 2	5h07D	chain D	5h07CD	TNIP2_HUMAN - TNIP2_HUMAN	-13.297	-32.741	51	66	77.27%	No expression data available	1.5	0.90987803	1.159090909	1.054631353	-14.0234331																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	VIME_HUMAN	Vimentin	1gk4A	chain A	1gk4AB	VIME_HUMAN - VIME_HUMAN	-11.695	-44.842	53	79	67.09%	No expression data available	1.5	0.405396647	1.006329114	0.407962448	-4.771120832																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	MAFA_HUMAN	Transcription factor MafA	4eotA	chain A	4eotAB	MAFA_HUMAN - MAFA_HUMAN	-21.352	-17.333	45	46	97.83%	No expression data available	1.0	0.170990871	0.97826087	0.167273679	-3.571627585																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SYCP1_HUMAN	Synaptonemal complex protein 1	6f63A	chain A	6f63AC	SYCP1_HUMAN - SYCP1_HUMAN	-5.509	-9.444	33	57	57.89%	No expression data available	1.5	0.162465063	0.868421053	0.141088081	-0.777254236																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	LMNB1_HUMAN	Lamin-B1	3tyyB	chain B	3tyyAB	LMNB1_HUMAN - LMNB1_HUMAN	-18.665	-40.454	56	71	78.87%	No expression data available	1.5	0.460747783	1.183098592	0.545110053	-10.17447915																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SKA2_HUMAN	Spindle and kinetochore-associated protein 2	4aj5Q	chain Q	4aj51Q	SKA2_HUMAN - SKA3_HUMAN	-8.172	-20.878	60	80	75.00%	No expression data available	2.0	0.162465063	1.5	0.243697594	-1.991496737																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	STIM1_HUMAN	Stromal interaction molecule 1	2makC	chain C	2makBC	STIM1_HUMAN - CRCM1_HUMAN	-6.27	-8.243	19	22	86.36%	No expression data available	0.5	0.209159365	0.431818182	0.090318817	-0.566298981																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	MD1L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD1	1go4H	chain H	1go4GH	MD1L1_HUMAN - MD1L1_HUMAN	-12.214	-25.707	45	57	78.95%	No expression data available	1.5	0.817783739	1.184210526	0.968428112	-11.82838096																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	TNIP2_HUMAN	TNFAIP3-interacting protein 2	5h07C	chain C	5h07CD	TNIP2_HUMAN - TNIP2_HUMAN	-17.634	-32.741	48	66	72.73%	No expression data available	1.5	0.90987803	1.090909091	0.992594215	-17.50340638																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	INADL_HUMAN	InaD-like protein	1vf6B	chain B	1vf6AB	INADL_HUMAN - INADL_HUMAN	-11.604	-14.353	26	26	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.26101331	0.5	0.130506655	-1.514399226																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pB	chain B	6f6pBD	RAB3I_HUMAN - RAB3I_HUMAN	-8.25	-25.589	47	52	90.38%	No expression data available	1.5	0.108654808	1.355769231	0.147310845	-1.215314472																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	GEMI_HUMAN	Geminin	4bryA	chain A	4bryAB	GEMI_HUMAN - MCIN_HUMAN	-14.598	-30.715	51	54	94.44%	No expression data available	1.5	0.849825764	1.416666667	1.203919832	-17.57482171																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	GEMI_HUMAN	Geminin	1uiiB	chain B	1uiiAB	GEMI_HUMAN - GEMI_HUMAN	-16.227	-34.98	55	61	90.16%	No expression data available	1.5	0.832653478	1.352459016	1.126129704	-18.27370671																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	KI21A_HUMAN	Kinesin-like protein KIF21A	5d3aB	chain B	5d3aAB	KI21A_HUMAN - KI21A_HUMAN	-8.973	-45.149	57	79	72.15%	No expression data available	1.5	0.269110027	1.082278481	0.291251991	-2.613404119																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	4aj5G	chain G	4aj51G	SKA1_HUMAN - SKA3_HUMAN	-7.955	-25.946	57	77	74.03%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.340026911	1.11038961	0.377562349	-3.003508485																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SNP29_HUMAN	Synaptosomal-associated protein 29	4wy4D	chain D	4wy4AD	SNP29_HUMAN - VAMP8_HUMAN	-11.813	-21.602	54	60	90.00%	No expression data available	1.5	0.333231613	1.35	0.449862678	-5.314227811																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	GEMC1_HUMAN	Geminin coiled-coil domain-containing protein 1	5c9nB	chain B	5c9nAB	GEMC1_HUMAN - GEMC1_HUMAN	-15.228	-26.735	49	53	92.45%	No expression data available	1.5	0.487190189	1.386792453	0.675631677	-10.28851917																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SNP25_HUMAN	Synaptosomal-associated protein 25	3rk2D	chain D	3rk2AD	SNP25_HUMAN - VAMP2_HUMAN	-11.393	-11.827	30	30	100.00%	No expression data available	1.0	0.209159365	1.0	0.209159365	-2.382952648																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	SNP25_HUMAN	Synaptosomal-associated protein 25	1kilD	chain D	1kilAD	SNP25_HUMAN - VAMP2_RAT	-10.836	-25.907	53	61	86.89%	No expression data available	1.5	0.161412456	1.303278689	0.210365414	-2.279519628																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	THA11_HUMAN	THAP domain-containing protein 11	5ajsB	chain B	5ajsAB	THA11_HUMAN - THA11_HUMAN	-11.498	-32.604	53	60	88.33%	No expression data available	1.5	0.719986154	1.325	0.953981655	-10.96888107																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BRK1_HUMAN	Protein BRICK1	3p8cE	chain E	3p8cDE	BRK1_HUMAN - WASF1_HUMAN	-9.989	-23.78	51	73	69.86%	No expression data available	1.5	0.273561001	1.047945205	0.286676939	-2.863615945																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	TRAF2_HUMAN	TNF receptor-associated factor 2	3m0dB	chain B	3m0dBC	TRAF2_HUMAN - TRAF1_HUMAN	-8.8	-10.266	52	63	82.54%	No expression data available	1.5	0.377994775	1.238095238	0.467993531	-4.118343069																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BAP29_HUMAN	B-cell receptor-associated protein 29	4w7yB	chain B	4w7yAB	BAP29_HUMAN - BAP29_HUMAN	-19.671	-23.853	47	60	78.33%	No expression data available	1.5	0.209159365	1.175	0.245762254	-4.834389301																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	TRI63_HUMAN	E3 ubiquitin-protein ligase TRIM63	4m3lC	chain C	4m3lAC	TRI63_HUMAN - TRI63_HUMAN	-13.668	-14.869	39	39	100.00%	No expression data available	1.0	0.162465063	1.0	0.162465063	-2.220572475																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	MSL1_HUMAN	Male-specific lethal 1 homolog	4b86B	chain B	4b86AB	MSL1_HUMAN - MSL1_HUMAN	-19.646	-24.433	43	45	95.56%	No expression data available	1.0	0.436098803	0.955555556	0.416716634	-8.186814983																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	RFIP2_HUMAN	Rab11 family-interacting protein 2	3tsoD	chain D	3tsoCD	RFIP2_HUMAN - RFIP2_HUMAN	-11.786	-27.22	52	52	100.00%	adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder	1.5	0.514901502	1.5	0.772352254	-9.10294366																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BRK1_HUMAN	Protein BRICK1	3p8cE	chain E	3p8cEF	BRK1_HUMAN - ABI2_HUMAN	-8.056	-19.449	50	57	87.72%	No expression data available	1.5	0.27534663	1.315789474	0.362298197	-2.918674274																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pE	chain E	5f5pEG	ROCK1_HUMAN - SHRM2_HUMAN	-12.132	-11.339	34	55	61.82%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.284540028	0.927272727	0.263846208	-3.200982195																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzlD	chain D	4jzlAD	BAP31_HUMAN - BAP31_HUMAN	-12.251	-34.101	51	62	82.26%	No expression data available	1.5	0.767504035	1.233870968	0.947000946	-11.60170859																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	JIP3_HUMAN	C-Jun-amino-terminal kinase-interacting protein 3	4pxjB	chain B	4pxjAB	JIP3_HUMAN - JIP3_HUMAN	-8.593	-32.713	51	55	92.73%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.016411715	1.390909091	0.022827204	-0.196154161																																																																																	
2gumB	HUMAN HERPESVIRUS 1	GLYCOPROTEIN B	APC_HUMAN	Adenomatous polyposis coli protein	1debA	chain A	1debAB	APC_HUMAN - APC_HUMAN	-16.387	-24.884	43	45	95.56%	No expression data available	1.0	0.648199149	0.955555556	0.619390298	-10.14994882																																																																																	
