Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	MIS12_HUMAN	Protein MIS12 homolog	5lsjA	5lsjAD	MIS12_HUMAN - DSN1_HUMAN	-5.223	-10.534	47	72	65.28%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, kidney, liver, lymph node, nasopharynx, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.022861129	0.979166667	0.022384855	-0.116916099	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	APC7_HUMAN	Anaphase-promoting complex subunit 7	3fflC	3fflAC	APC7_HUMAN - APC7_HUMAN	-7.665	-11.098	19	30	63.33%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.178591079	0.633333333	0.113107684	-0.866970395	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	PSME1_HUMAN	Proteasome activator complex subunit 1	1avoB	1avoBN	PSME1_HUMAN - PSME1_HUMAN	-5.23	-18.598	44	63	69.84%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.420445084	1.047619048	0.440466278	-2.303638634	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	MYL6B_HUMAN	Myosin light chain 6B	1oe9B	1oe9AB	MYL6B_HUMAN - MYO5A_CHICK	-12.267	-28.171	34	37	91.89%	No expression data available	1	0.851540261	0.918918919	0.782496456	-9.598884029	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	FAK2_HUMAN	Protein-tyrosine kinase 2-beta	4xefA	4xefAB	FAK2_HUMAN - LPXN_HUMAN	-5.273	-8.768	15	15	100.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, lymph node, nasopharynx, pancreas, parathyroid gland, placenta, prostate, rectum, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.568469331	0.5	0.284234665	-1.498769391	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RNF8_HUMAN	E3 ubiquitin-protein ligase RNF8	4aycA	4aycAB	RNF8_HUMAN - RNF8_HUMAN	-8.389	-36.047	56	78	71.79%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, oral mucosa, pancreas, parathyroid gland, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	1.5	0.998645743	1.076923077	1.075464646	-9.022072916	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	2be6C	2be6CF	CALM2_HUMAN - CAC1C_HUMAN	-15.9	-32.154	22	22	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.989646262	0.5	0.494823131	-7.867687787	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	TAXB1_HUMAN	Tax1-binding protein 1	5z7gA	5z7gAD	TAXB1_HUMAN - AZI2_HUMAN	-5.314	-9.525	22	22	100.00%	No expression data available	0.5	0.323018005	0.5	0.161509003	-0.85825884	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	IL2_HUMAN	Interleukin-2	3inkD	3inkCD	IL2_HUMAN - IL2_HUMAN	-6.491	-6.421	17	24	70.83%	No expression data available	0.5	0.162465063	0.354166667	0.05753971	-0.373490255	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	FAK2_HUMAN	Protein-tyrosine kinase 2-beta	4r32A	4r32AC	FAK2_HUMAN - PAXI_CHICK	-9.659	-9.543	15	15	100.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, lymph node, nasopharynx, pancreas, parathyroid gland, placenta, prostate, rectum, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.532304334	0.5	0.266152167	-2.57076378	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	B2CL1_HUMAN	Bcl-2-like protein 1	4hnjA	4hnjAC	B2CL1_HUMAN - BBC3_HUMAN	-7.697	-19.614	22	22	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, epididymis, esophagus, fallopian tube, gallbladder, kidney, liver, lung, lymph node, pancreas, rectum, salivary gland, skeletal muscle, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	0.5	0.882152691	0.5	0.441076346	-3.394964633	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	WASF1_HUMAN	Wiskott-Aldrich syndrome protein family member 1	3p8cD	3p8cDE	WASF1_HUMAN - BRK1_HUMAN	-8.649	-23.78	50	64	78.13%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.273561001	1.171875	0.320579298	-2.772690346	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RNF8_HUMAN	E3 ubiquitin-protein ligase RNF8	4aycB	4aycAB	RNF8_HUMAN - RNF8_HUMAN	-10.208	-36.047	59	80	73.75%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, oral mucosa, pancreas, parathyroid gland, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	2	0.998645743	1.475	1.473002471	-15.03640922	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	4dckB	4dckAB	CALM2_HUMAN - SCN5A_HUMAN	-10.576	-19.615	26	26	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.674476417	0.5	0.337238208	-3.566631291	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	UBC_HUMAN	Polyubiquitin-C	2zvnA	2zvnAD	UBC_HUMAN - NEMO_MOUSE	-6.496	-10.638	26	26	100.00%	No expression data available	0.5	0.140649267	0.5	0.070324634	-0.456828821	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM1_HUMAN	Calmodulin-1	6dafA	6dafAC	CALM1_HUMAN - CAC1C_HUMAN	-12.375	-26.649	19	19	100.00%	No expression data available	0.5	0.937026644	0.5	0.468513322	-5.797852359	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	4l79B	4l79AB	CALM2_HUMAN - MYO1B_RAT	-11.959	-30.81	36	51	70.59%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.884447236	1.058823529	0.936473544	-11.19928711	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CACO2_HUMAN	Calcium-binding and coiled-coil domain-containing protein 2	5z7lA	5z7lAC	CACO2_HUMAN - AZI2_HUMAN	-5.441	-9.011	22	22	100.00%	No expression data available	0.5	0.596009497	0.5	0.298004748	-1.621443836	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	HBA_HUMAN	Hemoglobin subunit alpha	1y01B	1y01AB	HBA_HUMAN - AHSP_HUMAN	-5.614	-10.771	25	43	58.14%	No expression data available	1	0.833211702	0.581395349	0.484425408	-2.71956424	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	ABI2_HUMAN	Abl interactor 2	3p8cF	3p8cEF	ABI2_HUMAN - BRK1_HUMAN	-9.854	-19.449	48	55	87.27%	No expression data available	1.5	0.27534663	1.309090909	0.36045377	-3.551911446	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	2m0jA	2m0jAB	CALM2_HUMAN - CNGA2_RAT	-20.857	-24.612	23	28	82.14%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.941437881	0.410714286	0.386661987	-8.064609062	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM1_HUMAN	Calmodulin-1	6cnoE	6cnoAE	CALM1_HUMAN - KCNN4_HUMAN	-9.045	-16.346	29	41	70.73%	No expression data available	1	0.622288001	0.707317073	0.440154928	-3.98120132	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	MTOR_HUMAN	Serine/threonine-protein kinase mTOR	4drhE	4drhBE	MTOR_HUMAN - MTOR_HUMAN	-10.199	-10.756	33	38	86.84%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.837381216	0.868421053	0.727199477	-7.416707467	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CETN2_HUMAN	Centrin-2	2ggmA	2ggmAC	CETN2_HUMAN - XPC_HUMAN	-10.822	-15.829	16	16	100.00%	No expression data available	0.5	0.842429341	0.5	0.42121467	-4.558385163	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	ING5_HUMAN	Inhibitor of growth protein 5	5me8B	5me8AB	ING5_HUMAN - ING5_HUMAN	-7.426	-14.381	24	35	68.57%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.38226162	0.685714286	0.262122254	-1.946519855	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	3g43C	3g43CE	CALM2_HUMAN - CAC1C_HUMAN	-8.186	-18.925	23	23	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.811532675	0.5	0.405766337	-3.321603238	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM1_HUMAN	Calmodulin-1	6cnnE	6cnnAE	CALM1_HUMAN - KCNN4_HUMAN	-8.393	-19.306	30	38	78.95%	No expression data available	1	0.663434263	0.789473684	0.523763892	-4.395950345	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	FADD_HUMAN	FAS-associated death domain protein	3ezqB	3ezqAB	FADD_HUMAN - TNR6_HUMAN	-6.274	-17.151	33	51	64.71%	No expression data available	1.5	0.089912757	0.970588235	0.087268264	-0.547521087	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CCM2_HUMAN	Cerebral cavernous malformations 2 protein	4yl6A	4yl6AB	CCM2_HUMAN - M3K3_HUMAN	-12.097	-17.442	18	18	100.00%	No expression data available	0.5	0.944682483	0.5	0.472341241	-5.713911997	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	PKCB1_HUMAN	Protein kinase C-binding protein 1	5mq4F	5mq4DF	PKCB1_HUMAN - PKCB1_HUMAN	-10.326	-18.996	49	61	80.33%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.162465063	1.204918033	0.195757084	-2.021387645	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	CALM2_HUMAN	Calmodulin-2	2m0kA	2m0kAB	CALM2_HUMAN - CNGA2_RAT	-9.189	-17.675	23	26	88.46%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.984827507	0.442307692	0.435596782	-4.002698827	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	PKCB1_HUMAN	Protein kinase C-binding protein 1	5mq4B	5mq4BD	PKCB1_HUMAN - PKCB1_HUMAN	-5.756	-16.573	48	51	94.12%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.162465063	1.411764706	0.229362441	-1.320210212	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RD23B_HUMAN	UV excision repair protein RAD23 homolog B	1uelA	1uelAB	RD23B_HUMAN - PSMD4_HUMAN	-8.165	-13.84	21	28	75.00%	No expression data available	0.5	0.714157743	0.375	0.267809154	-2.18666174	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66B	2v66BC	NDEL1_HUMAN - NDEL1_HUMAN	-8.843	-22.967	48	75	64.00%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.134940923	0.96	0.129543286	-1.145551278	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	S10A4_HUMAN	Protein S100-A4	3zwhB	3zwhBQ	S10A4_HUMAN - MYH9_HUMAN	-5.365	-22.07	20	28	71.43%	No expression data available	0.5	0.023541886	0.357142857	0.008407817	-0.045107936	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	T2AG_HUMAN	Transcription initiation factor IIA subunit 2	1nvpD	1nvpBD	T2AG_HUMAN - TF2AA_HUMAN	-7.112	-22.905	31	42	73.81%	No expression data available	1	0.983412621	0.738095238	0.725852173	-5.162260653	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66D	2v66CD	NDEL1_HUMAN - NDEL1_HUMAN	-12.201	-21.422	46	75	61.33%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.103920751	0.92	0.095607091	-1.166502119	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66C	2v66BC	NDEL1_HUMAN - NDEL1_HUMAN	-9.374	-22.967	51	79	64.56%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.134940923	0.96835443	0.130670641	-1.224906585	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	NU4LM_HUMAN	NADH-ubiquinone oxidoreductase chain 4L	5xtck	5xtcjk	NU4LM_HUMAN - NU3M_HUMAN	-6.641	-5.465	19	19	100.00%	No expression data available	0.5	0.162465063	0.5	0.081232531	-0.53946524	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pB	6f6pAB	RAB3I_HUMAN - RAB3I_HUMAN	-12.28	-30.579	49	58	84.48%	No expression data available	1.5	0.299164055	1.267241379	0.37911307	-4.655508496	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	NAL14_HUMAN	"NACHT, LRR and PYD domains-containing protein 14"	4n1jB	4n1jAB	NAL14_HUMAN - NAL14_HUMAN	-8.116	-17.195	28	39	71.79%	No expression data available	1	0.874189758	0.717948718	0.627623416	-5.093791647	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pB	6f6pBD	RAB3I_HUMAN - RAB3I_HUMAN	-8.355	-25.589	46	52	88.46%	No expression data available	1.5	0.108654808	1.326923077	0.144176572	-1.204595257	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pC	6f6pAC	RAB3I_HUMAN - RAB3I_HUMAN	-11.473	-26.177	48	52	92.31%	No expression data available	1.5	0.052054695	1.384615385	0.072075731	-0.826924862	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	SAV1_HUMAN	Protein salvador homolog 1	6ao5B	6ao5AB	SAV1_HUMAN - STK3_HUMAN	-13.519	-35.682	45	59	76.27%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, nasopharynx, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, urinary bladder"	1.5	0.8899271	1.144067797	1.018136936	-13.76419324	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7H	3mq7GH	BST2_HUMAN - BST2_HUMAN	-14.467	-18.19	49	81	60.49%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.409877229	1.209876543	0.495900845	-7.17419753	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	T2FA_HUMAN	General transcription factor IIF subunit 1	1j2xA	1j2xAB	T2FA_HUMAN - CTDP1_HUMAN	-7.191	-10.851	16	18	88.89%	No expression data available	0.5	0.452084093	0.444444444	0.200926264	-1.444860763	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	MYC_HUMAN	Myc proto-oncogene protein	5i4zB	5i4zAB	MYC_HUMAN - MYC_HUMAN	-13.393	-39.555	47	65	72.31%	No expression data available	1.5	0.894596129	1.084615385	0.970292725	-12.99513047	
2c9lZ	HUMAN HERPESVIRUS 4	5'-D(*AP*CP*TP*TP*CP*AP*CP*TP*GP*AP	RABE1_HUMAN	Rab GTPase-binding effector protein 1	1x79B	1x79BC	RABE1_HUMAN - RABE1_HUMAN	-12.591	-19.618	37	44	84.09%	No expression data available	1	0.293413078	0.840909091	0.246733724	-3.106624323	
